Have,Want,Trade,Name,Set,Low,Mid,High
2,0,0,Paldean Wooper,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Paldean Wooper - [Reverse Holofoil],SV02: Paldea Evolved,$0.05,$0.17,$2.95
1,0,0,Palmer's Contribution - [Reverse Holofoil],Supreme Victors,$0.78,$1.00,$2.65
1,0,0,Palmer's Contribution,Supreme Victors,$0.15,$0.41,$1.42
2,0,0,Palossand,SWSH02: Rebel Clash,$0.01,$0.10,$1.41
1,0,0,Pachirisu - [Reverse Holofoil],Call of Legends,$3.28,$3.65,$5.99
2,0,0,Oshawott (27),Black and White,$0.06,$0.24,$3.76
2,0,0,Oshawott - 4/12 - [Holofoil],McDonald's Promos 2011,$1.49,$2.99,$7.69
1,0,0,Oricorio - [Holofoil],SV02: Paldea Evolved,$0.01,$0.11,$2.95
1,0,0,Onix - [Reverse Holofoil],SWSH05: Battle Styles,$0.03,$0.15,$3.15
1,0,0,Old Cemetery,SWSH06: Chilling Reign,$0.01,$0.13,$2.00
1,0,0,Oleana,SWSH02: Rebel Clash,$0.01,$0.13,$1.53
1,0,0,Omanyte,Arceus,$0.04,$0.26,$1.39
1,0,0,Oddish (112),Legends Awakened,$0.38,$0.68,$17.48
1,0,0,Numel - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$4.25
2,0,0,Noibat,SWSH12: Silver Tempest,$0.01,$0.05,$1.54
4,0,0,Noibat,SV02: Paldea Evolved,$0.01,$0.06,$2.95
1,0,0,Noibat - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.14,$2.95
1,0,0,Nickit,SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.29
3,0,0,Nickit,Champion's Path,$0.01,$0.10,$1.30
1,0,0,Nidoran M,Secret Wonders,$0.10,$0.29,$2.48
1,0,0,Nidorino,Triumphant,$0.18,$0.27,$1.45
1,0,0,Ninetales,SV03: Obsidian Flames,$0.01,$0.10,$5.00
2,0,0,Ninetales (31),SWSH08: Fusion Strike,$0.01,$0.10,$1.95
5,0,0,Nemona - 082/091,SV: Paldean Fates,$0.01,$0.09,$5.00
1,0,0,Nessa - [Holofoil],SWSH11: Lost Origin Trainer Gallery,$3.49,$5.83,$22.00
1,0,0,Natu,SWSH02: Rebel Clash,$0.01,$0.10,$1.41
7,0,0,Natu,Pokemon GO,$0.01,$0.06,$2.00
3,0,0,Nacli,SV02: Paldea Evolved,$0.01,$0.08,$2.95
1,0,0,Nacli - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.15,$2.95
1,0,0,Mr. Mime,Mysterious Treasures,$0.30,$0.99,$3.89
1,0,0,Mr. Mime,SWSH11: Lost Origin,$0.01,$0.10,$2.00
1,0,0,Mr. Mime - 122/165 - [Holofoil],SV: Scarlet & Violet 151,$0.01,$0.14,$5.00
2,0,0,Mudkip,Supreme Victors,$0.13,$0.49,$1.49
2,0,0,Mudkip,SWSH08: Fusion Strike,$0.01,$0.08,$4.48
1,0,0,Mudsdale,SM - Burning Shadows,$0.07,$0.24,$3.65
1,0,0,Muk,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
1,0,0,Munna,SM - Unified Minds,$0.04,$0.20,$4.99
4,0,0,Munna,SWSH08: Fusion Strike,$0.01,$0.06,$1.28
1,0,0,Murkrow,Mysterious Treasures,$0.10,$0.26,$8.99
2,0,0,Murkrow,SWSH05: Battle Styles,$0.01,$0.08,$1.00
2,0,0,Murkrow,SWSH11: Lost Origin,$0.01,$0.05,$999.00
4,0,0,Moon & Sun Badge,SWSH07: Evolving Skies,$0.01,$0.09,$1.28
1,0,0,Moon & Sun Badge - [Reverse Holofoil],SWSH07: Evolving Skies,$0.01,$0.13,$3.09
3,0,0,Morgrem,SWSH08: Fusion Strike,$0.01,$0.09,$1.29
1,0,0,Misdreavus,Call of Legends,$0.09,$0.25,$1.42
6,0,0,Misdreavus,SV02: Paldea Evolved,$0.01,$0.05,$2.95
2,0,0,Misdreavus - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.12,$2.95
1,0,0,Milotic - [Reverse Holofoil],Supreme Victors,$2.19,$3.59,$7.19
2,0,0,Mimikyu - 037/091 - [Holofoil],SV: Paldean Fates,$0.02,$0.14,$2.95
1,0,0,Mimikyu - 037/091 - [Reverse Holofoil],SV: Paldean Fates,$0.02,$0.20,$1.40
2,0,0,Mimikyu - 075 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.10,$0.70,$9.95
1,0,0,Minccino (87),XY - Fates Collide,$0.01,$0.15,$2.00
1,0,0,Metang,Crown Zenith,$0.01,$0.05,$5.00
1,0,0,Metapod,XY - Evolutions,$0.01,$0.10,$2.00
1,0,0,Mew ex - 232/091 - [Holofoil],SV: Paldean Fates,$75.77,$89.99,$249.00
3,0,0,Mew V - [Holofoil],SWSH08: Fusion Strike,$0.38,$0.99,$13.25
2,0,0,Melony,SWSH06: Chilling Reign,$0.01,$0.14,$7.49
1,0,0,Meltan,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
2,0,0,Meowstic,SWSH12: Silver Tempest,$0.01,$0.08,$1.28
2,0,0,Meowth - [Unlimited],Jungle,$0.01,$0.30,$11.00
1,0,0,Meowth - [Reverse Holofoil],Legends Awakened,$1.52,$1.82,$3.99
7,0,0,Meowth,SWSH08: Fusion Strike,$0.01,$0.08,$1.29
1,0,0,Meditite,SWSH02: Rebel Clash,$0.01,$0.10,$1.41
2,0,0,Mawile,SWSH11: Lost Origin,$0.01,$0.10,$999.00
1,0,0,Max Revive,XY Base Set,$0.02,$0.21,$1.37
4,0,0,Maschiff - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$7.00
8,0,0,Maschiff,SV: Paldean Fates,$0.01,$0.05,$5.00
3,0,0,Maschiff - 142/193,SV02: Paldea Evolved,$0.01,$0.07,$5.00
1,0,0,Maschiff - 142/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.15,$2.95
2,0,0,Mareep,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
7,0,0,Marill - 044/193,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Marnie's Pride - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.03,$0.19,$3.01
5,0,0,Mankey,SWSH08: Fusion Strike,$0.01,$0.06,$1.28
6,0,0,Mankey,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Mankey - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Mamoswine - [Holofoil],Triumphant,$0.90,$1.63,$3.40
1,0,0,Makuhita,Great Encounters,$0.01,$0.25,$1.47
1,0,0,Makuhita - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
2,0,0,Makuhita,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Malamar,SWSH11: Lost Origin,$0.01,$0.10,$999.00
1,0,0,Magnezone ex - 065/198 - [Holofoil],SV01: Scarlet & Violet Base Set,$0.09,$0.62,$9.95
1,0,0,Magikarp,Base Set,$0.19,$1.16,$11.00
1,0,0,Magikarp,Supreme Victors,$0.41,$0.60,$5.40
1,0,0,Magikarp,Hidden Fates,$0.01,$0.10,$1.29
4,0,0,Magma Basin,SWSH09: Brilliant Stars,$0.01,$0.10,$1.31
1,0,0,Magmar - [Reverse Holofoil],Secret Wonders,$0.42,$1.10,$4.99
1,0,0,Magmar,Triumphant,$0.20,$0.40,$1.50
1,0,0,Magmar - [Reverse Holofoil],SV: Paldean Fates,$0.02,$0.10,$1.50
7,0,0,Magmar,SV: Paldean Fates,$0.01,$0.05,$5.00
1,0,0,Magmortar,Triumphant,$0.49,$0.76,$8.99
2,0,0,Magnemite,Base Set,$0.10,$0.43,$11.00
2,0,0,Magnemite,Power Keepers,$0.09,$0.25,$1.99
1,0,0,Magnemite,Team Rocket Returns,$0.15,$0.32,$1.42
2,0,0,Magnemite,SWSH10: Astral Radiance,$0.01,$0.06,$999.00
1,0,0,Magnemite,SV: Scarlet & Violet 151,$0.01,$0.07,"$10,000.00"
2,0,0,Magnezone - [Holofoil],Crown Zenith: Galarian Gallery,$0.50,$1.20,$999.99
1,0,0,Magby,Mysterious Treasures,$0.18,$0.44,$3.60
1,0,0,Magearna,SWSH11: Lost Origin,$0.01,$0.10,$999.00
1,0,0,Magearna - [Reverse Holofoil],SWSH11: Lost Origin,$0.04,$0.15,$2.00
2,0,0,Machop,XY - Furious Fists,$0.04,$0.20,$1.34
3,0,0,Lugia VSTAR - 2023 (Gabriel Fernandez),World Championship Decks,$0.35,$0.96,$3.92
2,0,0,Lumineon V - [Holofoil],Crown Zenith: Galarian Gallery,$7.99,$10.00,$35.00
1,0,0,Lumineon V - 2023 (Gabriel Fernandez),World Championship Decks,$0.35,$0.95,$1.95
2,0,0,Lumineon V - 2023 (Gabriel Fernandez),World Championship Decks,$0.35,$0.95,$1.95
1,0,0,Luminous Energy - [Reverse Holofoil],SV02: Paldea Evolved,$0.04,$0.25,$17.00
3,0,0,Luminous Energy,SV02: Paldea Evolved,$0.01,$0.18,$2.95
1,0,0,Lunatone - [Reverse Holofoil],Pokemon GO,$0.02,$0.21,$3.95
2,0,0,Lure Module,Pokemon GO,$0.01,$0.09,$2.00
1,0,0,Luvdisc,SM - Celestial Storm,$0.06,$0.24,$2.00
1,0,0,Luvdisc,Crown Zenith,$0.01,$0.05,"$10,000.00"
1,0,0,Luvdisc - [Reverse Holofoil],Crown Zenith,$0.09,$0.22,$0.99
1,0,0,Luvdisc - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
5,0,0,Luvdisc,SV02: Paldea Evolved,$0.01,$0.05,$2.95
2,0,0,Luxio,SWSH08: Fusion Strike,$0.01,$0.09,$2.00
1,0,0,Luxio - [Reverse Holofoil],SWSH08: Fusion Strike,$0.09,$0.19,$4.18
4,0,0,Luxio,SWSH09: Brilliant Stars,$0.01,$0.06,$2.00
1,0,0,Luxio - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.04,$0.12,$2.00
3,0,0,Luxio,SV02: Paldea Evolved,$0.01,$0.07,$2.95
2,0,0,Luxio (41) - [Reverse Holofoil],Crown Zenith,$0.05,$0.25,$2.00
2,0,0,Luxio (41),Crown Zenith,$0.01,$0.05,$0.99
1,0,0,Lt. Surge's Rattata - [Unlimited],Gym Heroes,$0.15,$0.44,$4.00
1,0,0,Lugia - [Holofoil],Celebrations,$0.03,$0.20,$5.00
1,0,0,Lokix - [Holofoil],SV02: Paldea Evolved,$0.01,$0.12,$2.95
1,0,0,Lombre,SWSH07: Evolving Skies,$0.01,$0.08,$1.00
1,0,0,Lopunny - [Holofoil],POP Series 9,$0.20,$0.75,$2.54
1,0,0,Lost Vacuum,SWSH11: Lost Origin,$0.01,$0.12,$1.95
4,0,0,Lost Vacuum,Crown Zenith,$0.01,$0.11,$1.56
1,0,0,Lightning Energy (Texture Full Art) - [Holofoil],Crown Zenith,$1.00,$2.09,$20.00
1,0,0,Litleo,SWSH11: Lost Origin,$0.01,$0.06,$1.28
3,0,0,Litwick,XY - Steam Siege,$0.02,$0.13,$2.00
1,0,0,Lickitung,Platinum,$0.27,$0.44,$4.50
3,0,0,Lickitung,SM - Ultra Prism,$0.04,$0.22,$8.99
1,0,0,Latios - [Reverse Holofoil],SV04: Paradox Rift,$0.03,$0.19,$2.95
1,0,0,Leafeon,Rising Rivals,$0.70,$1.36,$9.99
1,0,0,Leafeon VSTAR - [Holofoil],Crown Zenith: Galarian Gallery,$24.95,$31.26,$199.95
1,0,0,Leafy Camo Poncho,SWSH12: Silver Tempest,$0.01,$0.10,$1.28
1,0,0,League Staff,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Lechonk - 181/197,SV03: Obsidian Flames,$0.01,$0.09,$5.00
3,0,0,Ledian,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
1,0,0,Landorus,SWSH11: Lost Origin,$0.03,$0.11,$2.00
3,0,0,Lanturn,SWSH07: Evolving Skies,$0.01,$0.08,$3.00
1,0,0,Lapras,SWSH09: Brilliant Stars,$0.01,$0.12,$4.00
1,0,0,Lapras,SV03: Obsidian Flames,$0.01,$0.10,$2.95
1,0,0,Lapras (25) - [Unlimited],Fossil,$1.20,$3.01,$7.75
1,0,0,Larvesta,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
3,0,0,Larvesta,SWSH06: Chilling Reign,$0.01,$0.06,$5.00
3,0,0,Larvitar,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
4,0,0,Lairon,Crown Zenith,$0.01,$0.07,$5.00
1,0,0,Lampent,SWSH11: Lost Origin,$0.01,$0.05,$999.00
2,0,0,Krokorok,SWSH04: Vivid Voltage,$0.01,$0.10,$1.31
1,0,0,Koffing,Call of Legends,$0.14,$0.25,$2.99
2,0,0,Koffing,Team Rocket Returns,$0.15,$0.30,$1.42
3,0,0,Koffing,Crown Zenith,$0.01,$0.05,$5.00
1,0,0,Koga's Ekans - [Unlimited],Gym Challenge,$0.17,$0.43,$2.25
1,0,0,Koraidon ex - [Holofoil],SV03: Obsidian Flames,$0.34,$0.88,$5.95
1,0,0,Korrina's Focus,SWSH05: Battle Styles,$0.01,$0.10,$5.49
1,0,0,Kricketot,Triumphant,$0.13,$0.28,$10.00
1,0,0,Kricketot,SWSH10: Astral Radiance,$0.01,$0.07,$1.00
3,0,0,Klara,SWSH06: Chilling Reign,$0.01,$0.15,$18.00
1,0,0,Klawf - [Holofoil],McDonald's Promos 2023,$0.02,$0.42,$2.00
2,0,0,Kleavor (85),SWSH10: Astral Radiance,$0.01,$0.15,$2.00
1,0,0,Kleavor V (Full Art) - SWSH248 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.49,$1.00,$9.99
2,0,0,Klink,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
3,0,0,Klink,SWSH09: Brilliant Stars,$0.01,$0.05,$1.28
1,0,0,Klink,SWSH12: Silver Tempest,$0.01,$0.05,$1.50
1,0,0,Kingler - [Reverse Holofoil],SV: Scarlet & Violet 151,$0.55,$1.00,$4.75
4,0,0,Kirlia,SWSH06: Chilling Reign,$0.01,$0.12,$5.00
2,0,0,Kirlia,SWSH12: Silver Tempest,$0.03,$0.21,$3.00
1,0,0,Kirlia (Delta Species),Dragon Frontiers,$0.20,$0.50,$2.57
2,0,0,Kirlia - 085/198,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
2,0,0,Kilowattrel,SV01: Scarlet & Violet Base Set,$0.01,$0.06,$2.95
6,0,0,Kilowattrel,McDonald's Promos 2023,$0.02,$0.11,$1.04
2,0,0,Kakuna - [Reverse Holofoil],SWSH06: Chilling Reign,$0.01,$0.15,$2.00
1,0,0,Kakuna,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
1,0,0,Kangaskhan,Plasma Blast,$0.03,$0.20,$2.25
1,0,0,Karen's Conviction,SWSH06: Chilling Reign,$0.01,$0.10,$5.49
1,0,0,Karen's Conviction - [Reverse Holofoil],SWSH06: Chilling Reign,$0.02,$0.15,$2.00
2,0,0,Jynx,SWSH12: Silver Tempest,$0.01,$0.08,$1.99
1,0,0,Kabuto - [Unlimited],Fossil,$0.09,$0.27,$4.00
1,0,0,Kabuto,Arceus,$0.05,$0.27,$5.45
1,0,0,Judge,SV01: Scarlet & Violet Base Set,$0.01,$0.18,$4.23
1,0,0,Jolteon,SWSH04: Vivid Voltage,$0.02,$0.27,$999.99
1,0,0,Jolteon V - SWSH151 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.68,$2.00,$12.95
1,0,0,Joltik (44),Black and White,$0.10,$0.25,$20.70
2,0,0,Jigglypuff,Hidden Fates,$0.01,$0.12,$1.29
1,0,0,Jigglypuff,SWSH08: Fusion Strike,$0.01,$0.10,$1.30
1,0,0,Jirachi - [Reverse Holofoil],Unleashed,$4.90,$6.00,$13.49
1,0,0,Ivysaur - 002/165 - [Reverse Holofoil],SV: Scarlet & Violet 151,$0.04,$0.20,$75.00
3,0,0,Iono - 2023 (Gabriel Fernandez),World Championship Decks,$0.25,$0.49,$1.15
1,0,0,Inkay - [Reverse Holofoil],SV03: Obsidian Flames,$0.01,$0.10,$5.00
1,0,0,Indeedee,SWSH05: Battle Styles,$0.01,$0.10,$1.29
1,0,0,Illumise,XY - Primal Clash,$0.05,$0.23,$1.41
1,0,0,Ice Rider Calyrex VMAX (Secret) - [Holofoil],SWSH10: Astral Radiance Trainer Gallery,$1.00,$2.04,$12.00
2,0,0,Hypno - [Reverse Holofoil],SWSH07: Evolving Skies,$0.03,$0.15,$2.00
1,0,0,Hypno,SWSH07: Evolving Skies,$0.01,$0.10,$1.35
1,0,0,Hypno,SV01: Scarlet & Violet Base Set,$0.01,$0.06,$2.95
1,0,0,Honedge,XY - Primal Clash,$0.04,$0.19,$1.50
1,0,0,Honedge,SM - Team Up,$0.04,$0.15,$1.32
1,0,0,Honey - [Reverse Holofoil],SWSH06: Chilling Reign,$0.03,$0.15,$5.00
1,0,0,Honey,SWSH06: Chilling Reign,$0.01,$0.08,$5.49
1,0,0,Hoopa,XY - Steam Siege,$0.14,$0.34,$4.00
1,0,0,Hoopa - [Holofoil],XY - Steam Siege,$0.00,$0.00,$0.00
1,0,0,Hoothoot,Diamond and Pearl,$0.03,$0.22,$2.45
2,0,0,Hoothoot,SWSH10: Astral Radiance,$0.01,$0.06,$1.00
1,0,0,Hop,SWSH01: Sword & Shield Base Set,$0.01,$0.10,$4.00
1,0,0,Hoppip,Secret Wonders,$0.15,$0.25,$1.45
4,0,0,Hoppip - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
2,0,0,Hoppip,SV02: Paldea Evolved,$0.01,$0.05,$5.00
2,0,0,Horsea,Shining Fates,$0.01,$0.07,$2.00
1,0,0,Horsea (15),Dragon Majesty,$0.04,$0.17,$1.36
1,0,0,Houndstone - [Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.10,$2.95
1,0,0,Hisuian Lilligant,SWSH12: Silver Tempest,$0.01,$0.10,$2.00
2,0,0,Hisuian Qwilfish (88),SWSH10: Astral Radiance,$0.01,$0.07,$999.00
1,0,0,Hisuian Sliggoo,SWSH11: Lost Origin,$0.01,$0.08,$5.48
1,0,0,Hisuian Arcanine,SWSH10: Astral Radiance,$0.03,$0.13,$2.00
1,0,0,Hisuian Arcanine - [Holofoil],SWSH11: Lost Origin,$0.04,$0.20,$14.00
4,0,0,Hisuian Basculin,SWSH10: Astral Radiance,$0.01,$0.10,$2.00
1,0,0,Hisuian Electrode,SWSH10: Astral Radiance,$0.01,$0.08,$1.28
1,0,0,Hisuian Electrode V - SWSH294 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.44,$1.00,$6.00
1,0,0,Hisuian Goodra - [Holofoil],Crown Zenith: Galarian Gallery,$0.50,$1.00,$10.00
2,0,0,Hisuian Heavy Ball,SWSH10: Astral Radiance,$0.09,$0.25,$1.81
2,0,0,Helioptile,SWSH08: Fusion Strike,$0.01,$0.06,$9.00
2,0,0,Helix Fossil,Arceus,$0.05,$0.30,$5.57
1,0,0,Herdier,Black and White,$0.12,$0.38,$20.63
1,0,0,Heatran - [Holofoil],POP Series 8,$0.74,$1.08,$6.35
1,0,0,Heatran - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.03,$0.20,$2.00
1,0,0,Heatran,SWSH09: Brilliant Stars,$0.02,$0.12,$4.00
2,0,0,Hatenna,SWSH06: Chilling Reign,$0.01,$0.05,$2.00
1,0,0,Hatterene V - [Holofoil],Crown Zenith,$0.25,$0.65,$5.95
1,0,0,Haunter,XY - Evolutions,$0.01,$0.15,$3.00
3,0,0,Haunter,SWSH11: Lost Origin,$0.01,$0.09,$1.00
1,0,0,Haunter,SV: Scarlet & Violet 151,$0.01,$0.10,$5.00
2,0,0,Haunter - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.15,$9.00
1,0,0,Haunter (41),Arceus,$0.75,$1.50,$5.97
4,0,0,Hariyama,SWSH11: Lost Origin,$0.01,$0.06,$1.00
1,0,0,Hariyama - [Reverse Holofoil],SWSH11: Lost Origin,$0.01,$0.15,$2.00
1,0,0,Gulpin (40),Arceus,$0.20,$0.30,$13.39
2,0,0,Gumshoos,Crown Zenith,$0.01,$0.10,$2.00
1,0,0,Gust of Wind,Base Set,$0.05,$0.28,$2.00
1,0,0,Gyarados - [Holofoil],Pokemon GO,$0.04,$0.22,$4.99
1,0,0,Gyarados - [Reverse Holofoil],Pokemon GO,$0.13,$0.29,$2.00
1,0,0,Hakamo-o,SM - Cosmic Eclipse,$0.05,$0.16,$1.37
1,0,0,Growlithe,Legend Maker,$0.39,$0.95,$19.59
2,0,0,Growlithe,SWSH12: Silver Tempest,$0.01,$0.05,$3.03
1,0,0,Growlithe - 030/198 - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.12,$5.00
1,0,0,Grubbin,SM - Unbroken Bonds,$0.04,$0.16,$2.95
3,0,0,Grubbin,Crown Zenith,$0.01,$0.05,$1.00
1,0,0,Grookey,Shining Fates,$0.01,$0.08,$2.00
1,0,0,Great Tusk ex - [Holofoil],SV: Paldean Fates,$0.10,$0.50,$5.95
1,0,0,Great Ball,SM Base Set,$0.03,$0.15,$2.00
1,0,0,Grafaiai - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.13,$2.95
3,0,0,Grafaiai,SV02: Paldea Evolved,$0.01,$0.08,$2.95
1,0,0,Grapploct,SWSH04: Vivid Voltage,$0.01,$0.14,$2.00
1,0,0,Grapploct - [Reverse Holofoil],SWSH06: Chilling Reign,$0.08,$0.24,$2.00
1,0,0,Goodra - [Reverse Holofoil],SWSH08: Fusion Strike,$0.07,$0.25,$2.00
1,0,0,Goodra,SWSH08: Fusion Strike,$0.02,$0.15,$2.00
6,0,0,Gothitelle,SV02: Paldea Evolved,$0.01,$0.07,$2.95
1,0,0,Gothitelle - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.15,$2.95
2,0,0,Gothorita,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.33
2,0,0,Goldeen - [Unlimited],Jungle,$0.05,$0.28,$4.00
1,0,0,Goldeen (046),SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.00
1,0,0,Golem - [Unlimited],Fossil,$0.23,$0.76,$30.00
1,0,0,Golisopod - [Holofoil],Pokemon GO,$0.01,$0.15,$100.00
1,0,0,Glalie,SWSH12: Silver Tempest,$0.01,$0.06,$1.28
1,0,0,Glastrier - [Reverse Holofoil],SWSH11: Lost Origin,$0.05,$0.23,$2.00
3,0,0,Gligar,SWSH08: Fusion Strike,$0.01,$0.07,$1.28
1,0,0,Gliscor - [Reverse Holofoil],SWSH11: Lost Origin,$0.03,$0.16,$2.00
1,0,0,Gloom,Unseen Forces,$0.19,$0.38,$8.99
1,0,0,Gloom,Undaunted,$0.12,$0.40,$4.50
1,0,0,Gloom,SWSH11: Lost Origin,$0.01,$0.06,$999.00
2,0,0,Gloom,Crown Zenith,$0.01,$0.05,$0.99
1,0,0,Gloom - 198/197 - [Holofoil],SV03: Obsidian Flames,$2.75,$4.29,$22.00
1,0,0,Glaceon V - 040/203 (Holiday Calendar) - [Holofoil],Miscellaneous Cards & Products,$0.37,$0.73,$3.99
1,0,0,Glaceon V - SWSH196 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.30,$0.99,$9.95
1,0,0,Giacomo - 267/193 - [Holofoil],SV02: Paldea Evolved,$2.24,$4.00,$19.95
1,0,0,Gift Energy,SWSH11: Lost Origin,$0.01,$0.23,$2.99
2,0,0,Geodude - [Unlimited],Fossil,$0.04,$0.27,$999.99
1,0,0,Geodude,SM - Unbroken Bonds,$0.03,$0.15,$1.36
1,0,0,Garchomp - [Reverse Holofoil],Supreme Victors,$5.98,$8.34,$13.22
1,0,0,Garchomp ex - 038/182 - [Holofoil],SV04: Paradox Rift,$0.45,$1.02,$5.00
1,0,0,Gardenia's Vigor,SWSH10: Astral Radiance,$0.01,$0.13,$990.00
1,0,0,Gardevoir ex - 029/091 - [Holofoil],SV: Paldean Fates,$0.16,$0.53,$999.99
1,0,0,Gardevoir Spirit Link,XY - Primal Clash,$0.05,$0.20,$1.59
1,0,0,Gardevoir VMAX - [Holofoil],Champion's Path,$0.75,$1.86,$29.99
3,0,0,Garganacl - [Holofoil],SV02: Paldea Evolved,$0.01,$0.11,$2.95
1,0,0,Garganacl - [Reverse Holofoil],SV02: Paldea Evolved,$0.05,$0.15,$2.95
2,0,0,Gastly,Base Set,$0.10,$0.45,$5.68
1,0,0,Gastrodon East Sea - [Holofoil],Secret Wonders,$3.00,$8.49,$12.75
1,0,0,Galarian Cursola - [Reverse Holofoil],SWSH08: Fusion Strike,$0.12,$0.20,$2.00
2,0,0,Galarian Cursola,SWSH08: Fusion Strike,$0.01,$0.12,$2.00
1,0,0,Galarian Darmanitan - [Reverse Holofoil],SWSH08: Fusion Strike,$0.10,$0.18,$2.00
2,0,0,Galarian Darmanitan,SWSH08: Fusion Strike,$0.01,$0.09,$1.30
2,0,0,Galarian Darumaka,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,0,0,Galarian Farfetch'd,SWSH02: Rebel Clash,$0.01,$0.10,$1.33
2,0,0,Galarian Linoone,SWSH01: Sword & Shield Base Set,$0.02,$0.12,$1.30
1,0,0,Galarian Linoone,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
3,0,0,Galarian Meowth,Crown Zenith,$0.01,$0.06,$1.24
3,0,0,Galarian Sirfetch'd,SWSH06: Chilling Reign,$0.02,$0.12,$2.00
1,0,0,Galarian Sirfetch'd - [Reverse Holofoil],SWSH06: Chilling Reign,$0.01,$0.20,$5.00
3,0,0,Friends in Galar,SWSH09: Brilliant Stars,$0.01,$0.10,$1.29
2,0,0,Friends in Sinnoh,Crown Zenith,$0.01,$0.07,$1.00
2,0,0,Friends in Sinnoh (Full Art) - [Holofoil],Crown Zenith,$2.98,$5.09,$20.28
1,0,0,Froakie - 4/12 - [Holofoil],McDonald's Promos 2014,$1.59,$4.32,$10.00
1,0,0,Full Face Guard,SWSH07: Evolving Skies,$0.01,$0.10,$1.03
1,0,0,Forretress,SWSH04: Vivid Voltage,$0.03,$0.12,$2.00
2,0,0,Forretress ex - 212/091 - [Holofoil],SV: Paldean Fates,$0.20,$0.81,$5.82
2,0,0,Fomantis,SM - Unified Minds,$0.04,$0.20,$4.99
2,0,0,Fomantis,SWSH05: Battle Styles,$0.01,$0.10,$2.00
2,0,0,Fletchinder,SWSH07: Evolving Skies,$0.01,$0.08,$1.28
5,0,0,Fletchling,SWSH07: Evolving Skies,$0.01,$0.05,$1.50
6,0,0,Fletchling,SWSH12: Silver Tempest,$0.01,$0.05,$4.00
1,0,0,Fletchling - [Reverse Holofoil],SWSH12: Silver Tempest,$0.01,$0.15,$1.30
1,0,0,Flittle - 101/198,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
1,0,0,Flutter Mane - [Holofoil],SV05: Temporal Forces,$0.03,$0.23,$5.00
1,0,0,Fog Crystal,SWSH06: Chilling Reign,$0.01,$0.15,$13.99
1,0,0,Flamigo,SV04: Paradox Rift,$0.01,$0.05,$10.04
1,0,0,Flamigo - 227/193 - [Holofoil],SV02: Paldea Evolved,$2.25,$3.51,$9.99
1,0,0,Flaaffy,Call of Legends,$0.15,$0.29,$4.50
1,0,0,Ferroseed (70),Emerging Powers,$0.16,$0.25,$5.75
2,0,0,Ferrothorn,SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.29
3,0,0,Fantina,SWSH11: Lost Origin,$0.01,$0.08,$2.95
